"pair","synergy","class"
"66847:698037",-3.1335889,0.0
"141540:608210",-3.5607883,0.0
"105014:34462",-0.2300630,0.0
"681239:755986",-2.4076252,0.0
"732517:13875",-3.2349360,0.0
"92859:755986",-3.4750556,0.0
"13875:756645",-6.4172333,0.0
"681239:747972",-6.1849426,0.0
"754230:749226",-3.7622963,0.0
"750690:608210",+1.5125104,1.0
"24559:71423",-0.8017086,0.0
"681239:747974",-3.1133074,0.0
"721517:608210",-13.6797011,0.0
"26980:45388",-3.7574944,0.0
"109724:747974",-6.3976611,0.0
"3053:122819",-1.8345907,0.0
"63878:608210",-4.2060175,0.0
"740:8806",-5.0606911,0.0
"14229:747974",-2.3380241,0.0
"14229:747972",-1.0976667,0.0
"77213:761432",-2.3395667,0.0
"755:34462",-4.4653556,0.0
"712807:45388",-4.2451093,0.0
"718781:761432",+8.3727797,1.0
"49842:279836",+0.2122842,0.0
"45923:122819",-1.3772373,0.0
"712807:698037",-0.5159593,0.0
"369100:757441",-6.4573407,0.0
"750:763371",-7.4333296,0.0
"719344:169780",-0.8004315,0.0
"719345:8806",-2.7452467,0.0
"296961:279836",+5.2952926,1.0
"125066:713563",+0.3741846,0.0
"218321:3088",-4.2539796,0.0
"745750:8806",-2.9981801,0.0
"14229:737754",-2.9856877,0.0
"686673:141540",+1.4553315,1.0
"755:737754",-4.3698945,0.0
"105014:82151",-2.7080444,0.0
"749226:757441",-0.9200881,0.0
"752:34462",+1.5343407,1.0
"13875:698037",-3.7364352,0.0
"109724:122819",+1.1906222,1.0
"732517:715055",+3.3956574,1.0
"19893:761432",+2.4343155,1.0
"362856:141540",-2.3662299,0.0
"681239:13875",-4.4437222,0.0
"122819:698037",-3.4471111,0.0
"409962:761432",+4.8647874,1.0
"754143:169780",+0.0987963,0.0
"719627:279836",+9.9136944,1.0
"719276:755986",-0.5995104,0.0
"740:761432",-4.7213333,0.0
"702294:169780",+2.0119556,1.0
"750690:71423",-5.2142599,0.0
"105014:755986",-5.1851356,0.0
"750:45388",-5.5157426,0.0
"279836:713563",+2.3021815,1.0
"13875:279836",-0.2484222,0.0
"719276:760766",-0.2725778,0.0
"105014:747972",-2.7637500,0.0
"18509:13875",-5.6345907,0.0
"740:45388",-6.1379981,0.0
"105014:747974",-6.1206259,0.0
"760766:747974",-3.6254056,0.0
"241240:82151",-1.4259002,0.0
"27640:34462",-5.0139802,0.0
"755:715055",-0.1035000,0.0
"109724:82151",-0.2790444,0.0
"756645:761432",+0.0643013,0.0
"25154:747972",-1.5003407,0.0
"747973:141540",-2.1039925,0.0
"25154:747974",-3.3403685,0.0
"79037:760766",-0.3403352,0.0
"3053:698037",-2.4112444,0.0
"122758:608210",+1.0272852,0.0
"755986:763371",-4.1229870,0.0
"77213:19893",-1.0191148,0.0
"127716:755986",-4.5497704,0.0
"362856:760766",-6.1759222,0.0
"125973:19893",-0.0462630,0.0
"715055:761432",+14.2752593,1.0
"122819:755986",+0.1314093,0.0
"756645:757441",-1.4975389,0.0
"241240:755986",-1.6831431,0.0
"749226:756645",+2.0826148,1.0
"66847:169780",+0.2754519,0.0
"608210:698037",+0.4950678,0.0
"369100:749226",-5.3826222,0.0
"6396:34462",-4.6583222,0.0
"180973:19893",-0.6888074,0.0
"712807:760766",-1.2003815,0.0
"754143:19893",+1.4967889,1.0
"118218:749226",-4.1154237,0.0
"681239:82151",-0.3093278,0.0
"169780:279836",-2.7632056,0.0
"686673:752",-3.2646981,0.0
"760766:755986",-0.8746259,0.0
"49842:757441",-1.6609148,0.0
"756645:8806",-2.9734783,0.0
"109724:8806",-3.9195278,0.0
"92859:749226",-10.4436056,0.0
"138783:122819",+2.8079537,1.0
"757441:761432",+1.0435907,0.0
"3053:34462",-1.9195463,0.0
"740:763371",-4.9650556,0.0
"747971:747974",-6.2790611,0.0
"719276:71423",-4.6594030,0.0
"673596:763371",-1.6282889,0.0
"747599:608210",+3.8620907,1.0
"747971:747972",-3.1489002,0.0
"362856:737754",-8.1423019,0.0
"296961:761432",-6.9089370,0.0
"246131:8806",-3.1093426,0.0
"1390:757441",-2.3931259,0.0
"698037:737754",-2.3428037,0.0
"761431:763371",-5.5494463,0.0
"45923:79037",-4.2105782,0.0
"721517:760766",-1.5169093,0.0
"747971:3088",-4.9723898,0.0
"85998:761432",-4.0441685,0.0
"49842:698037",-1.6378241,0.0
"118218:715055",+1.4486019,1.0
"102816:747972",-1.7194972,0.0
"226080:737754",-3.2122981,0.0
"102816:747974",-2.5387944,0.0
"105014:71423",-6.1936870,0.0
"701852:749226",-2.9307514,0.0
"14229:752",-3.7495352,0.0
"719627:715055",+0.6282037,0.0
"747971:761432",+10.2602316,1.0
"26980:71423",-5.7058926,0.0
"750690:34462",-4.7933852,0.0
"71423:715055",-1.5633630,0.0
"750690:760766",-2.8988815,0.0
"118218:279836",+3.1498778,1.0
"719276:19893",-0.6047815,0.0
"14229:34462",-4.8666944,0.0
"122758:141540",+2.7158278,1.0
"719345:169780",-2.3030296,0.0
"1390:34462",-1.4981481,0.0
"733504:713563",-0.2593259,0.0
"71423:761432",+5.5189119,1.0
"14229:19893",-1.3039870,0.0
"756645:34462",-3.4893220,0.0
"138783:760766",+0.3011852,0.0
"32065:760766",-1.0321352,0.0
"109724:747972",-2.5695259,0.0
"125973:141540",-3.4981053,0.0
"38721:763371",-3.6593616,0.0
"752:141540",-2.6717907,0.0
"226080:755986",+2.2854783,1.0
"750690:761432",+0.4715259,0.0
"6396:713563",-0.0950444,0.0
"732517:756645",-0.5937278,0.0
"754230:755986",-3.5289593,0.0
"3053:761432",-1.6924630,0.0
"673596:19893",-2.4823889,0.0
"719344:45388",-4.0081537,0.0
"756645:608210",+2.0785386,1.0
"92859:737754",-6.1226722,0.0
"24559:34462",+2.5937704,1.0
"26980:698037",-2.5360546,0.0
"754230:122819",-1.9230885,0.0
"745750:45388",-4.9371284,0.0
"226080:760766",-1.5477589,0.0
"609699:141540",-2.1402963,0.0
"1390:752",-3.4552185,0.0
"92859:8806",-9.0178778,0.0
"743414:749226",-4.5099115,0.0
"19893:755986",-0.0175160,0.0
"613327:715055",+0.2642556,0.0
"92859:747972",-2.0100259,0.0
"92859:747974",-7.7041751,0.0
"92859:760766",-7.8572611,0.0
"747973:169780",-3.6896407,0.0
"77213:34462",+3.8886574,1.0
"125066:82151",+2.6081036,1.0
"3088:122819",-1.7403148,0.0
"750690:747974",-5.2695259,0.0
"719345:763371",-2.8915932,0.0
"218321:756645",-2.1493785,0.0
"750690:747972",-2.6764315,0.0
"702294:34462",-7.6957966,0.0
"733504:279836",+4.6669296,1.0
"702294:737754",+2.2801181,0.0
"747973:755986",-2.9635500,0.0
"754230:169780",-2.0278852,0.0
"613327:169780",-1.8893093,0.0
"743414:715055",+1.9332759,1.0
"681239:698037",-2.9348296,0.0
"762:122819",-0.4078185,0.0
"79037:82151",-3.1335222,0.0
"63878:8806",-2.6127870,0.0
"26980:737754",-14.5319201,0.0
"92859:45388",-4.9254907,0.0
"296961:737754",-5.1952556,0.0
"719345:45388",-3.7201259,0.0
"26980:763371",-2.2083833,0.0
"409962:608210",-1.3579130,0.0
"109724:761432",+1.3491149,1.0
"733504:608210",+3.3066037,1.0
"102816:760766",+0.0993870,0.0
"6396:608210",-2.2537833,0.0
"13875:713563",-6.8632580,0.0
"755:749226",-3.4282500,0.0
"747973:34462",-4.1025443,0.0
"125066:279836",+3.2634181,1.0
"737754:757441",+0.6839944,0.0
"754230:715055",+0.0265611,0.0
"109724:13875",-6.9462611,0.0
"609699:79037",+0.6966259,0.0
"32065:756645",-3.6816497,0.0
"747973:713563",-1.2497665,0.0
"754230:19893",-0.6283111,0.0
"24559:749226",+2.3803239,1.0
"745750:279836",+8.4293220,1.0
"27640:757441",-2.0191889,0.0
"8806:45388",-3.5188926,0.0
"85998:279836",+2.7967426,1.0
"26271:760766",-3.9698722,0.0
"32065:713563",-1.2916222,0.0
"296961:763371",-7.4641852,0.0
"609699:34462",-0.5043574,0.0
"77213:45388",+1.7547556,0.0
"1390:122819",-1.3452778,0.0
"686673:13875",-6.9421444,0.0
"19893:737754",+0.1424907,0.0
"14229:757441",-2.2632981,0.0
"27640:169780",-3.7464181,0.0
"718781:71423",-2.4049481,0.0
"34462:757441",-2.7666630,0.0
"719276:756645",+1.0856798,1.0
"122758:763371",-4.7098593,0.0
"3053:763371",-4.9380963,0.0
"686673:3088",+0.1428722,0.0
"747599:752",-2.6943833,0.0
"26980:749226",-0.4380204,0.0
"14229:756645",-2.1919685,0.0
"747971:71423",-3.2900207,0.0
"246131:760766",-0.7934130,0.0
"18509:169780",+0.5562333,0.0
"105014:698037",-4.4256360,0.0
"1390:169780",-0.6722148,0.0
"721517:71423",-1.5054148,0.0
"718781:763371",-1.4985315,0.0
"34462:82151",-5.2701815,0.0
"127716:756645",-2.3803296,0.0
"747599:122819",-0.0432147,0.0
"719344:698037",-1.1647926,0.0
"125973:749226",+5.6800815,1.0
"66847:45388",-1.3265833,0.0
"755:757441",-4.6152260,0.0
"409962:8806",-0.6796963,0.0
"246131:13875",-5.7292981,0.0
"63878:19893",-1.3129093,0.0
"362856:3088",-2.6816590,0.0
"63878:756645",-0.2193852,0.0
"296961:34462",-1.6407288,0.0
"747971:737754",+1.4318889,0.0
"241240:34462",-2.0837444,0.0
"32065:763371",-4.2535235,0.0
"409962:747974",-4.7586537,0.0
"45923:761432",+1.3646004,0.0
"409962:747972",-2.2877926,0.0
"79037:747972",-4.3613426,0.0
"6396:698037",-2.7194333,0.0
"18509:760766",-3.8678241,0.0
"754230:8806",-4.5742259,0.0
"34462:749226",-3.6364765,0.0
"673596:141540",-0.4929732,0.0
"127716:82151",+1.5765444,1.0
"721517:45388",-0.4155741,0.0
"49842:755986",+14.1768167,1.0
"701852:79037",+3.8794370,1.0
"718781:279836",+10.3358815,1.0
"701852:747974",-5.4128444,0.0
"749226:761432",+7.5250759,1.0
"18509:141540",-2.1984741,0.0
"3088:141540",-1.7882019,0.0
"409962:752",-3.7854407,0.0
"369100:71423",-4.5025500,0.0
"49842:45388",-5.9216784,0.0
"3053:79037",-1.1826685,0.0
"750690:737754",-4.9746611,0.0
"702294:79037",-12.1831356,0.0
"721517:755986",+0.8250640,0.0
"19893:122819",-4.0283710,0.0
"754230:82151",-1.2672759,0.0
"719345:713563",+5.1782593,1.0
"19893:79037",-1.9721574,0.0
"77213:757441",-4.9371318,0.0
"105014:19893",-1.8872278,0.0
"606869:756645",-1.8527148,0.0
"118218:737754",-3.8122667,0.0
"180973:761432",+14.3569056,1.0
"721517:749226",-3.9903759,0.0
"85998:757441",-7.8387907,0.0
"743414:45388",-5.7601092,0.0
"13875:34462",-4.4940074,0.0
"750:141540",-1.6987056,0.0
"3088:749226",-4.4658831,0.0
"138783:749226",-4.1120556,0.0
"38721:19893",-0.7049148,0.0
"25154:755986",-2.9359167,0.0
"138783:608210",-3.0386558,0.0
"609699:749226",-2.9337667,0.0
"27640:755986",-2.5617704,0.0
"743414:141540",-1.7557684,0.0
"755:19893",-3.1578755,0.0
"45923:715055",-0.4472407,0.0
"63878:713563",-0.3249704,0.0
"125973:169780",-2.1987093,0.0
"63878:71423",-2.5754593,0.0
"122758:713563",+2.2374222,1.0
"752:71423",-4.2014859,0.0
"752:747972",-0.8601537,0.0
"296961:747972",-3.4559852,0.0
"127716:3088",-1.5519741,0.0
"71423:747972",-6.6090648,0.0
"719344:737754",-3.6447556,0.0
"698037:715055",-2.2195989,0.0
"296961:747974",-0.9152167,0.0
"180973:82151",+5.1599259,1.0
"85998:698037",-1.3601074,0.0
"721517:13875",-4.7948296,0.0
"49842:79037",-6.3460907,0.0
"71423:747974",-7.9169944,0.0
"127716:752",-4.3622296,0.0
"762:747972",-2.2623056,0.0
"702294:71423",-6.7793574,0.0
"701852:141540",+3.9073691,1.0
"369100:752",-2.3557222,0.0
"745750:737754",-1.2481241,0.0
"226080:756645",-3.1115630,0.0
"409962:715055",+1.1852481,1.0
"218321:757441",-1.7695593,0.0
"218321:13875",-6.9970130,0.0
"609699:713563",+3.1236574,1.0
"24559:698037",-3.3761926,0.0
"125066:8806",-2.3596460,0.0
"761431:757441",-4.3260315,0.0
"109724:737754",-4.0667278,0.0
"762:737754",-3.6293963,0.0
"8806:141540",-3.2309661,0.0
"747974:755986",+3.5535386,1.0
"13875:763371",-9.7082693,0.0
"279836:763371",-3.5059815,0.0
"628503:761432",+2.1143926,1.0
"749226:747974",-2.4029571,0.0
"3088:279836",-2.3564259,0.0
"14229:71423",-3.4125611,0.0
"747973:71423",-5.1277074,0.0
"14229:761432",+0.3643463,0.0
"747974:737754",+2.4293148,1.0
"719345:122819",+1.8684778,1.0
"719627:169780",-1.6059926,0.0
"761432:763371",+8.8686167,1.0
"45388:82151",-9.3594037,0.0
"754143:82151",+2.3665104,1.0
"606869:757441",-1.1314907,0.0
"102816:737754",-2.0503222,0.0
"701852:608210",+1.7445796,1.0
"109724:608210",+0.5654407,0.0
"701852:34462",+6.9336778,1.0
"18509:8806",-3.2369190,0.0
"127716:760766",-0.8140963,0.0
"66847:82151",-0.1019130,0.0
"715055:757441",-1.2723315,0.0
"38721:737754",-1.3306102,0.0
"6396:71423",-6.3919704,0.0
"3088:713563",-2.1633611,0.0
"241240:608210",-0.6588704,0.0
"752:3088",-4.6169278,0.0
"755986:737754",+2.2612938,1.0
"369100:8806",-3.4624759,0.0
"122819:715055",+3.6990704,1.0
"246131:19893",+0.3094574,0.0
"673596:82151",-1.0682567,0.0
"747973:45388",-5.3904105,0.0
"681239:761432",+5.3932671,1.0
"85998:13875",-7.1360584,0.0
"718781:169780",-0.2554833,0.0
"26271:3088",-4.4388593,0.0
"27640:141540",-6.3199736,0.0
"732517:71423",-0.6948079,0.0
"38721:3088",-4.9310185,0.0
"609699:82151",-2.2824741,0.0
"719344:79037",-0.3098682,0.0
"747973:749226",-1.8408644,0.0
"733504:169780",-1.4698148,0.0
"750690:19893",-1.3816500,0.0
"3053:760766",-2.6259963,0.0
"122758:752",-2.2923981,0.0
"713563:755986",-1.5466556,0.0
"77213:169780",-0.0964778,0.0
"762:45388",-10.7208437,0.0
"71423:756645",-6.1844503,0.0
"141540:760766",-1.0188519,0.0
"279836:761432",+0.7665442,0.0
"138783:279836",-9.6704444,0.0
"686673:71423",-4.2495029,0.0
"719345:755986",-0.7056333,0.0
"755:698037",-1.9290613,0.0
"26980:752",-4.8340519,0.0
"754230:13875",-5.7267326,0.0
"3053:141540",-2.8780315,0.0
"45388:749226",-5.7298098,0.0
"45923:45388",-5.9426741,0.0
"608210:715055",+9.9446778,1.0
"19893:757441",+0.3784056,0.0
"77213:752",-2.7136365,0.0
"733504:3088",-0.6031167,0.0
"169780:715055",-0.0824148,0.0
"226080:34462",-1.9171241,0.0
"38721:13875",-6.8367630,0.0
"750:19893",-1.5863389,0.0
"25154:45388",-9.8353919,0.0
"45388:122819",-4.3791407,0.0
"752:737754",-2.7047137,0.0
"609699:715055",+2.6834370,1.0
"71423:760766",-6.2561593,0.0
"681239:763371",-4.8194907,0.0
"105014:761432",-1.0142907,0.0
"3053:715055",+9.9036093,1.0
"82151:747972",-0.7272335,0.0
"226080:752",-4.6564667,0.0
"45388:757441",-5.7261185,0.0
"38721:82151",-0.9168981,0.0
"743414:747972",-2.7463148,0.0
"762:34462",-1.1860481,0.0
"747599:71423",-5.2624614,0.0
"743414:747974",-7.2465685,0.0
"125066:763371",-5.1545852,0.0
"109724:19893",-0.4985556,0.0
"125973:71423",+7.6093409,1.0
"218321:752",-3.0267870,0.0
"719344:141540",+0.5321889,0.0
"362856:755986",-7.2945185,0.0
"27640:13875",-5.1192241,0.0
"752:45388",-4.9220759,0.0
"369100:608210",-1.2946407,0.0
"362856:761432",-3.5318946,0.0
"32065:34462",-1.9538204,0.0
"38721:757441",-1.8720630,0.0
"122758:3088",-2.8281111,0.0
"763371:757441",-1.9402259,0.0
"743414:760766",-3.8504815,0.0
"712807:79037",+1.8547241,1.0
"26980:13875",-6.2020222,0.0
"756645:169780",-0.2127721,0.0
"218321:698037",-2.1754222,0.0
"241240:761432",+1.9239370,1.0
"85998:755986",-6.3454896,0.0
"218321:122819",-2.1839667,0.0
"27640:698037",+1.9512667,1.0
"3088:169780",-2.2111426,0.0
"26980:760766",+0.6929111,0.0
"613327:747972",-3.8997194,0.0
"747599:749226",-3.8198701,0.0
"613327:747974",-5.5612315,0.0
"71423:141540",+0.7690704,0.0
"18509:79037",-1.2108512,0.0
"409962:755986",-3.4385296,0.0
"125066:169780",-0.7144866,0.0
"756645:760766",-0.2892667,0.0
"138783:715055",+0.9805352,1.0
"757441:760766",+2.5136907,1.0
"19893:763371",-1.3018019,0.0
"127716:34462",+2.1121759,1.0
"125066:757441",-2.8950704,0.0
"752:169780",-2.4604162,0.0
"77213:747972",-1.0826148,0.0
"718781:698037",-2.2855222,0.0
"747971:82151",+1.7494896,1.0
"756645:141540",-2.4514840,0.0
"747971:757441",-5.7507907,0.0
"105014:763371",-5.8081111,0.0
"27640:763371",-4.2808426,0.0
"750690:749226",-4.3504019,0.0
"32065:71423",-6.3305833,0.0
"45388:279836",-4.9910296,0.0
"49842:763371",-2.6201222,0.0
"79037:715055",-1.7676026,0.0
"92859:763371",-7.9660278,0.0
"24559:755986",+9.7338815,1.0
"608210:747972",-1.0523556,0.0
"77213:13875",-4.9939944,0.0
"719627:45388",-2.5157463,0.0
"180973:757441",-1.9042844,0.0
"18509:713563",-1.3374991,0.0
"608210:747974",-2.6768204,0.0
"719627:19893",-1.3976796,0.0
"24559:8806",-0.6653333,0.0
"45923:169780",-1.5229796,0.0
"169780:737754",-0.4543093,0.0
"45923:8806",-4.0557148,0.0
"719276:713563",+6.0105796,1.0
"718781:755986",-0.6797759,0.0
"750690:13875",-7.6444833,0.0
"681239:608210",-0.9662074,0.0
"66847:737754",-2.0548588,0.0
"141540:713563",-0.4266111,0.0
"712807:737754",-2.1991019,0.0
"747599:8806",-4.6811130,0.0
"82151:715055",+11.1630611,1.0
"613327:13875",-6.1708889,0.0
"241240:763371",-2.4352722,0.0
"609699:13875",-4.7659352,0.0
"718781:13875",-6.1171714,0.0
"686673:755986",-3.1601370,0.0
"752:13875",-2.9088343,0.0
"1390:755986",-2.1477000,0.0
"109724:715055",+0.6188981,0.0
"14229:763371",-3.4448278,0.0
"719345:82151",+1.1820815,1.0
"740:756645",-5.1900407,0.0
"747974:757441",+2.3264765,1.0
"719627:3088",-4.1002019,0.0
"673596:279836",-0.4988429,0.0
"740:713563",+0.8198963,1.0
"747971:749226",-1.6672296,0.0
"26271:71423",-6.6146963,0.0
"609699:45388",-3.2271111,0.0
"32065:761432",+3.4468324,1.0
"737754:749226",+2.9739759,1.0
"606869:34462",-1.2954611,0.0
"6396:752",-3.9339463,0.0
"750:3088",-4.1889259,0.0
"712807:122819",+4.9691185,1.0
"67574:752",+0.9501093,1.0
"67574:3088",-0.5566389,0.0
"747974:756645",+5.1389981,1.0
"756645:13875",-4.8737194,0.0
"25154:82151",+0.7078148,0.0
"34462:713563",-3.1016333,0.0
"241240:19893",+0.0066333,0.0
"718781:8806",-0.7702241,0.0
"169780:749226",-0.7640866,0.0
"747972:755986",-1.9165296,0.0
"226080:71423",-1.1666722,0.0
"6396:763371",-4.7103352,0.0
"122819:763371",-4.2716889,0.0
"38721:752",-1.1096111,0.0
"761431:761432",+3.3273842,1.0
"628503:34462",-3.3841494,0.0
"719276:763371",-3.5052704,0.0
"246131:756645",-0.8915763,0.0
"82151:761432",+1.7688889,1.0
"105014:608210",-0.4479815,0.0
"127716:713563",+1.0073167,1.0
"296961:122819",+0.4087463,0.0
"740:79037",-3.2814310,0.0
"218321:45388",-3.5650278,0.0
"719627:79037",+0.4318074,0.0
"762:71423",-5.4615122,0.0
"25154:608210",-1.9667963,0.0
"122758:756645",-5.0621296,0.0
"762:279836",-0.4514574,0.0
"45923:737754",-4.1636169,0.0
"754230:608210",-0.3823222,0.0
"606869:82151",-0.5662981,0.0
"609699:71423",-3.5025389,0.0
"38721:79037",-2.0776741,0.0
"712807:19893",-0.4759296,0.0
"752:749226",-1.8169228,0.0
"747973:715055",+0.9291667,1.0
"77213:82151",+4.3332815,1.0
"712807:82151",+3.9472574,1.0
"749226:760766",+1.0372693,0.0
"757441:747974",+0.4689370,0.0
"6396:8806",-3.3659204,0.0
"66847:3088",-3.3223741,0.0
"180973:749226",-0.6454388,0.0
"296961:169780",+2.4566389,1.0
"750690:715055",+1.3911056,1.0
"49842:34462",+0.1942586,0.0
"762:752",-5.1715519,0.0
"747599:757441",-3.6270167,0.0
"226080:713563",+0.4668833,0.0
"63878:13875",-4.6944259,0.0
"82151:141540",+2.3621333,1.0
"169780:757441",-2.4823296,0.0
"125973:122819",+0.4506131,0.0
"754230:79037",-3.3172537,0.0
"92859:757441",-9.3548019,0.0
"125973:760766",+1.5978889,1.0
"747973:608210",-0.7483704,0.0
"45923:747974",-3.7317259,0.0
"45923:747972",-2.9690979,0.0
"26271:761432",-2.6130796,0.0
"752:747974",-2.2320611,0.0
"118218:169780",-0.1932833,0.0
"628503:715055",+18.4744241,1.0
"138783:45388",-1.8547148,0.0
"369100:45388",-4.2757685,0.0
"743414:698037",-1.4162505,0.0
"763371:755986",-1.2166648,0.0
"125066:79037",+0.5417778,0.0
"673596:755986",+0.6544796,0.0
"24559:747972",-4.5935444,0.0
"24559:747974",+2.6232907,0.0
"85998:3088",-3.9678148,0.0
"105014:141540",+0.7965296,0.0
"721517:82151",-16.2406111,0.0
"719345:79037",-0.0426796,0.0
"750690:122819",-1.2596591,0.0
"246131:761432",+7.1886101,1.0
"105014:79037",-1.4500556,0.0
"745750:13875",-5.1464821,0.0
"740:3088",-5.0339103,0.0
"740:698037",-2.4799556,0.0
"712807:749226",-2.3771537,0.0
"702294:757441",-4.9688433,0.0
"752:8806",-5.4955389,0.0
"743414:13875",-6.7853759,0.0
"125066:698037",-1.4829004,0.0
"732517:34462",+5.5939887,1.0
"362856:169780",-0.4200019,0.0
"719345:19893",-0.5467370,0.0
"713563:756645",-0.7736177,0.0
"13875:122819",-2.7429056,0.0
"409962:756645",-5.8029611,0.0
"747974:761432",+11.5124722,1.0
"45923:760766",-1.9051667,0.0
"733504:71423",-2.2106815,0.0
"67574:763371",-4.5387081,0.0
"14229:279836",+7.0444259,1.0
"673596:3088",-1.9268812,0.0
"13875:79037",-0.7219056,0.0
"246131:747974",-3.5393556,0.0
"226080:763371",-1.9809870,0.0
"246131:747972",-3.3742963,0.0
"745750:122819",+3.3257663,1.0
"743414:755986",-4.6586926,0.0
"606869:122819",-0.2576889,0.0
"45388:756645",-6.3130796,0.0
"606869:71423",-4.5719623,0.0
"77213:747974",-10.2206389,0.0
"26980:756645",-1.8002204,0.0
"19893:82151",-2.6088352,0.0
"681239:141540",-2.0388500,0.0
"673596:757441",-0.6482463,0.0
"25154:761432",-1.8869228,0.0
"609699:698037",-3.8597043,0.0
"34462:761432",-3.3047160,0.0
"32065:45388",-6.0301093,0.0
"27640:19893",-6.6923204,0.0
"701852:715055",+2.1599296,1.0
"92859:608210",-3.8307702,0.0
"713563:715055",-1.3498037,0.0
"721517:698037",-3.2170241,0.0
"686673:122819",+4.2791759,1.0
"752:756645",-1.6359167,0.0
"102816:761432",+6.2635853,1.0
"608210:760766",+4.3654389,1.0
"719345:760766",-0.2833056,0.0
"754143:757441",-0.2143653,0.0
"702294:752",-4.0110222,0.0
"85998:763371",-8.8370741,0.0
"138783:3088",-3.8213407,0.0
"3088:45388",+0.5336704,0.0
"138783:79037",-0.7966389,0.0
"49842:19893",-0.3612166,0.0
"761432:749226",+14.9355932,1.0
"8806:756645",-4.8401500,0.0
"49842:141540",-0.7098674,0.0
"32065:698037",+0.6844796,0.0
"732517:755986",-1.1452926,0.0
"138783:169780",+1.2024111,1.0
"8806:169780",-2.1224778,0.0
"32065:608210",-0.7485611,0.0
"747599:761432",+11.5629583,1.0
"71423:757441",-6.6327611,0.0
"613327:737754",-5.5438370,0.0
"3053:756645",-3.1708685,0.0
"45388:698037",-5.8836981,0.0
"719627:763371",-3.5582685,0.0
"45388:79037",-6.5966352,0.0
"628503:141540",-4.2674674,0.0
"756645:713563",-2.2916121,0.0
"279836:756645",+7.1353648,1.0
"122819:760766",+1.7322655,1.0
"79037:747974",+0.0416926,0.0
"6396:141540",-2.7036148,0.0
"77213:608210",+0.3165315,0.0
"218321:71423",-4.9198926,0.0
"721517:737754",-1.6942963,0.0
"409962:760766",-3.3208519,0.0
"118218:755986",-4.6370167,0.0
"125066:122819",+4.0386328,1.0
"6396:19893",-1.8337000,0.0
"369100:13875",-6.3102037,0.0
"118218:747972",-2.9061778,0.0
"721517:763371",-0.8525074,0.0
"118218:747974",-6.6294370,0.0
"719627:71423",-2.5419510,0.0
"755:8806",-5.7041224,0.0
"719276:8806",-3.1114519,0.0
"32065:82151",+0.6906889,0.0
"26271:755986",-4.5268407,0.0
"1390:749226",-2.1670611,0.0
"743414:757441",-6.2169222,0.0
"3088:79037",-1.0962500,0.0
"750:715055",+0.9494333,1.0
"25154:763371",-3.7948142,0.0
"246131:71423",-2.9784370,0.0
"71423:79037",-4.5642599,0.0
"105014:8806",-2.9186722,0.0
"609699:760766",-2.6304093,0.0
"733504:760766",-1.6029722,0.0
"745750:169780",+0.6068733,0.0
"19893:34462",-1.6167944,0.0
"681239:713563",+0.0094056,0.0
"755:45388",-7.4727759,0.0
"754143:761432",+5.4721131,1.0
"757441:749226",+1.2231262,0.0
"25154:34462",+4.8410630,1.0
"755:169780",-2.3905519,0.0
"749226:755986",+0.9655333,0.0
"19893:715055",-0.7919630,0.0
"92859:141540",-28.2631530,0.0
"67574:71423",+8.3004296,1.0
"754143:122819",+4.0321926,1.0
"609699:19893",-2.4348093,0.0
"169780:698037",-3.4821944,0.0
"77213:71423",-6.3318537,0.0
"26980:34462",-2.9567574,0.0
"14229:13875",-3.9701299,0.0
"45923:698037",-1.4537232,0.0
"138783:19893",-1.6393370,0.0
"109724:71423",-4.6846593,0.0
"754143:45388",-4.1829021,0.0
"279836:747972",-0.5172963,0.0
"279836:747974",+5.4997574,1.0
"754143:141540",+2.8453296,1.0
"246131:737754",-2.6417519,0.0
"24559:737754",+1.4315225,0.0
"718781:749226",-0.5352950,0.0
"3088:760766",-3.1835519,0.0
"762:141540",-1.9166111,0.0
"18509:45388",-2.2557796,0.0
"180973:713563",-1.0865574,0.0
"63878:752",-4.4801704,0.0
"125066:13875",-5.8037740,0.0
"24559:169780",+1.3069796,1.0
"754143:698037",+0.5339074,0.0
"747972:737754",-3.2437232,0.0
"743414:82151",+3.4534291,1.0
"369100:79037",-0.4761019,0.0
"762:82151",-0.7420759,0.0
"71423:755986",-5.4984520,0.0
"218321:715055",+0.9440519,0.0
"26271:737754",-5.4686630,0.0
"712807:713563",+5.6714852,1.0
"122758:8806",-2.6309222,0.0
"3088:698037",-5.3665444,0.0
"102816:79037",+0.8146422,0.0
"32065:279836",+2.1950574,1.0
"125973:752",-1.2797444,0.0
"27640:749226",-0.0976593,0.0
"609699:3088",-2.3098796,0.0
"71423:122819",+1.3973907,0.0
"27640:45388",-4.9690981,0.0
"1390:3088",-4.3136611,0.0
"49842:749226",+6.4317537,1.0
"718781:760766",-0.0589389,0.0
"105014:713563",+3.1830685,1.0
"747971:169780",-1.9265725,0.0
"127716:747972",-0.5666037,0.0
"122758:698037",-2.6247815,0.0
"702294:698037",-0.9581426,0.0
"14229:141540",-2.0219204,0.0
"701852:757441",-3.3266667,0.0
"747599:756645",-2.6678241,0.0
"754230:3088",-5.9045981,0.0
"218321:608210",-0.4620852,0.0
"18509:752",-2.2446685,0.0
"755986:747974",-5.7440753,0.0
"409962:141540",-2.4191000,0.0
